id,pred
1741-5,0.133
1741-6,0.126
1742-3,0.477
1742-5,0.084
1742-6,0.783
1742-7,0.152
1744-3,0.155
1744-4,0.136
1744-6,0.212
1745-3,0.519
1745-8,0.266
1746-1,0.133
1746-6,0.167
1746-9,0.293
1747-1,0.293
1748-10,0.182
1748-5,0.066
1748-6,0.348
1749-1,0.288
1749-3,0.141
1750-2,0.401
1751-3,0.26
1751-5,0.777
1751-7,0.322
1752-4,0.127
1753-10,0.174
1753-11,0.044
1753-4,0.153
1753-6,0.065
1753-7,0.235
1754-1,0.225
1754-3,0.492
1755-1,0.443
1755-8,0.288
1755-9,0.318
1756-13,0.23
1756-15,0.282
1756-16,0.149
1756-2,0.12
1756-8,0.319
1756-9,0.077
1757-1,0.247
1757-7,0.081
1759-1,0.481
1759-6,0.417
176-2,0.324
176-4,0.151
176-6,0.224
176-7,0.489
1760-2,0.167
1760-3,0.197
1760-5,0.212
1761-12,0.07
1761-15,0.667
1761-3,0.364
1761-4,0.324
1762-1,0.306
1763-1,0.156
1763-3,0.171
1764-2,0.293
1764-5,0.359
1764-7,0.307
1764-8,0.264
1764-9,0.159
1765-4,0.35
1766-11,0.107
1766-9,0.089
1767-2,0.087
1767-4,0.208
1767-7,0.097
1769-1,0.563
1769-2,0.124
1769-5,0.486
1769-6,0.476
177-5,0.119
1770-2,0.262
1770-3,0.058
1771-1,0.458
1772-3,0.48
1773-2,0.078
1774-10,0.097
1774-11,0.354
1774-12,0.084
1774-14,0.49
1774-3,0.157
1774-8,0.503
1775-1,0.201
1775-4,0.075
1775-5,0.209
1776-2,0.428
1777-1,0.464
1777-12,0.156
1777-15,0.37
1777-19,0.21
1778-2,0.085
1778-7,0.203
1779-1,0.198
1779-2,0.574
1780-2,0.168
1780-3,0.311
1780-7,0.116
1781-1,0.659
1781-10,0.72
1781-2,0.348
1782-2,0.089
1782-3,0.219
1782-4,0.24
1782-6,0.05
1783-3,0.636
1784-1,0.356
1784-2,0.449
1784-4,0.454
1784-7,0.264
1787-3,0.18
1788-1,0.351
1788-10,0.215
1788-2,0.037
1788-7,0.534
1788-8,0.424
1789-3,0.244
1789-4,0.12
1789-5,0.118
179-1,0.094
179-3,0.511
1790-2,0.133
1790-3,0.216
1792-1,0.477
1792-3,0.446
1792-4,0.388
1793-1,0.117
1793-2,0.229
1794-10,0.275
1794-11,0.072
1794-2,0.213
1794-5,0.151
1794-7,0.075
1794-8,0.067
1795-3,0.093
1797-1,0.721
1797-6,0.093
18-1,0.184
18-2,0.074
18-4,0.134
180-1,0.081
180-3,0.294
1800-4,0.054
1800-5,0.208
1801-10,0.686
1801-12,0.226
1801-13,0.433
1801-15,0.134
1801-16,0.117
1801-17,0.296
1801-4,0.156
1802-2,0.086
1802-6,0.298
1802-9,0.175
1804-1,0.132
1804-3,0.052
1804-4,0.053
1804-6,0.253
1806-6,0.174
1807-1,0.196
1807-3,0.189
1807-4,0.173
1809-1,0.073
1809-11,0.149
1809-13,0.296
1809-8,0.061
181-1,0.179
181-3,0.14
181-5,0.21
1810-2,0.197
1812-1,0.078
1813-3,0.121
1813-4,0.447
1814-1,0.242
1814-2,0.118
1814-3,0.263
1814-4,0.343
1814-5,0.149
1814-7,0.15
1814-8,0.252
1815-7,0.296
1816-1,0.477
1816-4,0.185
1817-3,0.139
1817-4,0.226
1820-14,0.374
1820-19,0.649
1820-3,0.644
1820-4,0.281
1821-3,0.103
1821-6,0.093
1824-4,0.36
1824-5,0.165
1825-1,0.084
1825-11,0.23
1825-15,0.267
1825-5,0.616
1825-6,0.139
1826-5,0.047
1827-11,0.315
1827-15,0.282
1827-2,0.427
1827-9,0.029
1828-13,0.176
1828-14,0.133
1828-17,0.308
1828-21,0.241
1829-6,0.208
183-5,0.509
1831-16,0.228
1831-3,0.08
1831-6,0.318
1832-2,0.106
1833-3,0.24
1833-6,0.121
1834-1,0.514
1834-10,0.237
1834-3,0.283
1834-5,0.045
1834-6,0.259
1834-7,0.352
1834-9,0.317
1835-1,0.707
1835-4,0.057
1835-6,0.174
1835-8,0.498
1835-9,0.162
1837-1,0.172
1837-3,0.361
1838-1,0.359
1838-5,0.042
1838-6,0.532
1838-7,0.688
1838-8,0.304
1839-10,0.643
1839-11,0.052
1839-3,0.138
1839-5,0.096
1839-6,0.337
1839-7,0.379
184-3,0.171
1840-4,0.37
1841-1,0.171
1841-3,0.317
1841-4,0.083
1842-1,0.377
1843-1,0.186
1843-2,0.46
1844-10,0.192
1844-11,0.523
1844-4,0.41
1844-9,0.383
1845-3,0.118
1845-4,0.249
1845-5,0.041
1846-3,0.393
1846-4,0.28
1847-1,0.067
1847-4,0.19
1847-7,0.473
1848-1,0.173
1848-10,0.324
1848-14,0.277
1848-4,0.168
1849-3,0.253
185-2,0.134
1850-11,0.451
1850-12,0.253
1850-13,0.179
1850-5,0.454
1851-11,0.337
1852-3,0.286
1852-5,0.462
1853-4,0.256
1854-4,0.607
1856-1,0.289
1857-1,0.186
1857-11,0.463
1857-13,0.294
1857-16,0.234
1857-19,0.479
1857-3,0.471
1857-4,0.178
1857-5,0.353
1857-6,0.481
1859-4,0.682
186-1,0.716
1860-1,0.458
1861-10,0.123
1861-11,0.131
1861-13,0.141
1861-14,0.171
1861-2,0.156
1861-5,0.139
1862-1,0.23
1862-10,0.242
1862-4,0.233
1862-9,0.298
1865-2,0.18
1865-3,0.054
1865-5,0.083
1866-1,0.088
1866-4,0.597
1867-2,0.29
1867-5,0.267
1869-1,0.572
187-1,0.201
187-3,0.221
187-5,0.108
1870-6,0.345
1870-7,0.18
1871-3,0.125
1871-7,0.395
1873-3,0.181
1873-4,0.043
1873-5,0.173
1874-1,0.115
1874-3,0.18
1874-6,0.145
1875-1,0.334
1875-11,0.652
1876-3,0.091
1877-1,0.357
1878-3,0.21
1878-5,0.163
188-3,0.165
1880-2,0.465
1881-3,0.305
1883-1,0.387
1883-2,0.473
1883-4,0.162
1884-10,0.19
1884-15,0.146
1884-20,0.237
1884-5,0.148
1885-5,0.285
1885-8,0.195
1886-2,0.211
1886-4,0.136
1886-5,0.219
1886-9,0.101
1887-1,0.266
1887-4,0.564
1887-8,0.12
1888-1,0.394
1888-11,0.284
1888-2,0.73
1888-3,0.824
1888-8,0.142
1889-10,0.218
1889-14,0.353
1889-16,0.26
1889-18,0.125
1889-2,0.515
1889-6,0.157
1889-9,0.262
189-1,0.128
1892-5,0.229
1893-4,0.128
1894-1,0.18
1894-4,0.394
1894-6,0.313
1894-7,0.256
1895-9,0.054
1896-4,0.84
1898-1,0.316
1899-1,0.114
1899-2,0.18
1899-4,0.05
1899-5,0.25
1900-10,0.318
1900-12,0.182
1900-4,0.403
1900-9,0.295
1901-1,0.565
1901-2,0.138
1901-4,0.17
1902-20,0.178
1902-4,0.142
1902-8,0.644
1902-9,0.164
1903-1,0.277
1904-10,0.149
1904-18,0.244
1904-4,0.423
1904-5,0.741
1905-11,0.414
1905-5,0.062
1905-8,0.306
1906-1,0.277
1906-3,0.218
1906-4,0.237
1907-1,0.128
1907-6,0.353
1907-7,0.356
1908-2,0.259
1909-10,0.122
191-1,0.263
191-2,0.642
191-3,0.468
191-4,0.206
191-5,0.44
191-6,0.177
191-9,0.23
1910-1,0.049
1910-2,0.055
1911-1,0.098
1911-3,0.13
1911-5,0.548
1912-1,0.086
1914-2,0.081
1914-3,0.256
1914-7,0.107
1915-2,0.204
1916-2,0.231
1916-5,0.188
1918-5,0.471
1919-1,0.092
1919-5,0.252
1920-8,0.155
1921-4,0.404
1922-1,0.117
1922-4,0.116
1923-3,0.339
1923-4,0.27
1924-1,0.093
1924-5,0.067
1924-6,0.181
1928-4,0.291
1928-5,0.78
1928-8,0.658
1928-9,0.155
1929-1,0.09
1930-3,0.22
1930-4,0.115
1931-13,0.309
1931-14,0.061
1931-15,0.187
1931-4,0.124
1931-6,0.238
1932-1,0.796
1933-2,0.08
1933-3,0.341
1933-4,0.35
1934-1,0.401
1934-2,0.323
1934-6,0.096
1936-10,0.197
1936-2,0.025
1936-21,0.172
1936-7,0.817
1938-7,0.412
1939-2,0.702
1939-5,0.186
1939-6,0.085
194-2,0.193
194-5,0.12
194-6,0.259
1940-5,0.058
1941-4,0.541
1941-9,0.128
1942-9,0.091
1943-2,0.117
1943-7,0.395
1943-8,0.137
1944-10,0.076
1944-4,0.36
1944-5,0.116
1944-9,0.499
1945-1,0.305
1945-2,0.117
1946-15,0.524
1946-18,0.136
1946-2,0.203
1946-20,0.478
1946-5,0.145
1946-6,0.244
1946-9,0.102
1947-3,0.143
1947-5,0.326
1948-1,0.399
1948-4,0.228
1949-1,0.133
195-11,0.695
195-2,0.146
195-5,0.529
195-7,0.38
195-8,0.217
195-9,0.185
1951-4,0.203
1953-2,0.161
1953-4,0.278
1954-1,0.134
1954-13,0.509
1954-2,0.608
1954-21,0.117
1954-23,0.225
1955-1,0.382
1955-2,0.19
1955-4,0.338
1956-2,0.492
1956-3,0.537
1957-2,0.066
1957-4,0.125
1957-7,0.17
1957-8,0.217
1958-10,0.946
1958-13,0.254
1958-14,0.191
1958-4,0.418
196-3,0.175
1961-2,0.118
1961-4,0.054
1962-2,0.243
1963-1,0.193
1964-5,0.204
1966-1,0.307
1966-12,0.201
1966-16,0.225
1966-21,0.228
1966-22,0.103
1966-7,0.147
1966-8,0.488
1967-5,0.115
1967-7,0.094
1967-8,0.192
1968-3,0.527
1968-4,0.185
1968-5,0.046
1969-5,0.176
1969-6,0.163
1969-9,0.411
197-2,0.168
197-5,0.363
197-8,0.295
1971-2,0.422
1971-3,0.219
1971-4,0.131
1972-2,0.423
1973-2,0.399
1973-5,0.241
1973-8,0.45
1974-1,0.493
1975-1,0.097
1976-8,0.345
1977-4,0.211
1977-5,0.531
1978-2,0.075
1978-3,0.268
1978-6,0.203
1978-7,0.168
1978-9,0.289
198-1,0.07
198-3,0.405
1980-5,0.179
1980-6,0.326
1982-6,0.192
1983-2,0.3
1985-6,0.054
1986-2,0.322
1987-2,0.204
1988-2,0.138
1989-10,0.155
1989-5,0.219
1989-6,0.548
1989-7,0.264
1989-9,0.457
199-1,0.148
1990-1,0.217
1990-10,0.409
1990-3,0.254
1990-6,0.275
1990-7,0.223
1990-9,0.074
1991-10,0.301
1991-3,0.113
1991-7,0.096
1994-2,0.367
1995-12,0.138
1995-13,0.123
1995-15,0.075
1995-18,0.199
1995-22,0.466
1995-24,0.187
1995-4,0.356
1995-6,0.214
1997-1,0.255
1997-2,0.183
1997-6,0.239
1997-7,0.056
1999-3,0.219
2-1,0.198
2-5,0.132
2-7,0.082
20-1,0.271
20-3,0.204
200-1,0.165
200-2,0.511
200-3,0.595
2000-1,0.088
2000-2,0.757
2003-1,0.296
2003-2,0.243
2003-6,0.871
2005-2,0.604
2005-5,0.513
2006-1,0.855
2006-10,0.06
2006-11,0.376
2006-4,0.276
2006-5,0.101
2006-6,0.168
2006-8,0.129
2007-4,0.13
2007-6,0.299
2007-8,0.259
2008-1,0.196
2009-1,0.142
2009-11,0.187
2009-2,0.03
2009-4,0.116
201-10,0.143
201-13,0.415
201-14,0.32
201-2,0.406
201-6,0.58
201-8,0.691
2010-1,0.054
2011-13,0.483
2011-3,0.774
2012-1,0.123
2012-12,0.05
2014-10,0.435
2014-13,0.518
2014-14,0.26
2014-4,0.111
2014-9,0.105
2015-1,0.1
2015-4,0.1
2016-3,0.075
2016-6,0.103
2017-1,0.076
2019-2,0.261
2019-3,0.085
202-2,0.15
2020-2,0.176
2020-3,0.05
2021-1,0.234
2022-1,0.18
2022-10,0.485
2022-2,0.373
2022-3,0.166
2022-5,0.314
2022-9,0.159
2023-6,0.843
2023-7,0.261
2024-1,0.066
2024-3,0.066
2025-11,0.087
2025-2,0.417
2025-4,0.267
2025-5,0.241
2025-6,0.073
2026-3,0.147
2027-2,0.133
2027-3,0.443
2028-1,0.124
2028-6,0.289
203-10,0.494
203-11,0.749
203-15,0.303
203-18,0.176
203-19,0.399
203-20,0.319
203-24,0.129
203-5,0.463
2030-2,0.264
2031-1,0.161
2031-5,0.044
2031-6,0.276
2031-8,0.244
2031-9,0.191
2033-3,0.122
2034-4,0.118
2035-1,0.264
2036-1,0.138
2036-3,0.092
2036-4,0.472
2038-1,0.138
204-1,0.164
2040-21,0.191
2040-5,0.15
2041-3,0.092
2043-1,0.091
2043-5,0.092
2043-7,0.115
2043-8,0.207
2044-10,0.444
2044-6,0.199
2044-8,0.12
2045-1,0.291
2045-10,0.571
2045-8,0.456
2046-5,0.232
2047-2,0.221
2048-1,0.293
2048-6,0.121
2049-1,0.231
2049-9,0.157
205-2,0.271
205-3,0.27
2051-1,0.112
2051-5,0.565
2052-10,0.148
2052-12,0.117
2052-13,0.284
2052-17,0.349
2052-6,0.139
2052-8,0.407
2053-1,0.076
2053-4,0.087
2053-8,0.101
2053-9,0.537
2054-2,0.135
2055-1,0.242
2056-1,0.092
2057-2,0.1
2058-11,0.264
2058-12,0.555
2058-5,0.099
2058-6,0.129
2058-7,0.184
2059-3,0.339
2059-5,0.117
2060-2,0.221
2061-5,0.172
2061-6,0.523
2062-2,0.27
2067-3,0.052
2067-4,0.161
2068-3,0.125
2069-2,0.091
2069-3,0.097
2069-9,0.38
207-1,0.231
207-4,0.399
2070-1,0.347
2071-3,0.325
2071-4,0.154
2072-1,0.109
2073-3,0.16
2074-1,0.132
2075-3,0.533
2075-4,0.516
2076-7,0.175
2076-8,0.212
2077-1,0.212
2077-3,0.17
2077-6,0.104
2077-9,0.171
2079-2,0.619
208-1,0.138
2080-2,0.151
2080-4,0.222
2081-1,0.088
2081-2,0.085
2081-3,0.1
2081-4,0.401
2081-6,0.211
2081-7,0.153
2082-4,0.243
2082-5,0.04
2082-6,0.21
2083-2,0.121
2086-1,0.173
2086-2,0.423
2086-4,0.605
2086-5,0.357
2087-1,0.119
2088-1,0.076
2088-3,0.254
2089-1,0.34
2089-2,0.141
2089-3,0.123
209-1,0.839
209-3,0.472
2090-1,0.452
2090-10,0.54
2092-1,0.155
2092-2,0.454
2092-3,0.471
2092-6,0.125
2093-1,0.758
2094-11,0.113
2094-2,0.133
2094-3,0.252
2094-4,0.172
2094-6,0.499
2095-4,0.26
2097-2,0.266
2097-4,0.133
2097-8,0.135
2098-2,0.209
2099-1,0.155
2099-2,0.213
210-6,0.439
2101-2,0.101
2101-7,0.205
2102-3,0.434
2102-4,0.117
2103-11,0.157
2103-2,0.222
2103-9,0.379
2105-3,0.499
2107-3,0.11
2107-5,0.173
2108-15,0.241
2108-16,0.256
2108-20,0.576
2108-21,0.017
211-4,0.186
2110-1,0.728
2111-3,0.336
2112-1,0.158
2113-3,0.566
2114-5,0.35
2115-2,0.489
2115-4,0.112
2116-2,0.429
2116-3,0.219
2116-7,0.051
2118-5,0.172
2118-7,0.493
2119-1,0.551
2119-11,0.258
2119-5,0.239
212-12,0.475
212-5,0.237
212-8,0.315
2120-6,0.548
2121-1,0.574
2122-1,0.117
2122-4,0.148
2122-5,0.274
2123-2,0.264
2123-4,0.206
2123-5,0.089
2123-7,0.782
2123-9,0.202
2124-10,0.317
2124-12,0.155
2125-3,0.092
2125-6,0.297
2126-10,0.222
2126-6,0.592
2126-7,0.082
2126-9,0.489
2127-1,0.481
2128-3,0.243
2128-4,0.085
2128-5,0.216
2128-7,0.077
2129-5,0.264
213-3,0.088
213-5,0.866
2130-6,0.142
2132-1,0.357
2132-2,0.099
2134-1,0.573
2134-14,0.255
2134-4,0.19
2134-6,0.176
2134-8,0.084
2135-2,0.591
2135-4,0.122
2135-5,0.361
2136-2,0.409
2136-9,0.39
2138-10,0.572
2138-2,0.111
2138-9,0.374
2139-3,0.099
214-1,0.096
214-10,0.13
214-2,0.197
214-5,0.365
2140-1,0.264
2140-6,0.345
2140-7,0.227
2140-8,0.256
2141-1,0.371
2141-2,0.238
2141-6,0.54
2141-7,0.211
2143-4,0.185
2144-5,0.863
2145-14,0.498
2145-5,0.081
2145-9,0.22
2147-10,0.254
2147-13,0.088
2147-6,0.39
2147-7,0.321
2148-2,0.068
2148-3,0.325
2149-1,0.209
2149-2,0.248
2150-1,0.347
2150-10,0.41
2150-6,0.238
2151-1,0.127
2152-4,0.138
2153-1,0.105
2153-3,0.223
2153-4,0.041
2153-6,0.099
2154-10,0.049
2154-11,0.19
2154-12,0.115
2154-14,0.19
2154-4,0.232
2154-8,0.358
2154-9,0.246
2155-10,0.281
2155-12,0.416
2155-16,0.139
2155-17,0.127
2155-5,0.374
2155-7,0.101
2156-16,0.132
2156-18,0.158
2156-19,0.147
2156-2,0.324
2156-6,0.133
216-1,0.492
216-10,0.17
216-11,0.173
2161-1,0.193
2161-2,0.143
2161-3,0.399
2162-3,0.241
2163-7,0.184
2164-7,0.554
2165-13,0.133
2165-16,0.157
2165-17,0.215
2165-2,0.277
2165-3,0.289
2165-7,0.153
2165-8,0.059
2165-9,0.145
2166-5,0.204
2168-11,0.352
2168-2,0.777
2168-3,0.212
2168-7,0.059
2168-8,0.106
2169-2,0.184
2169-3,0.291
2169-5,0.342
217-1,0.158
217-4,0.203
217-6,0.083
2170-4,0.727
2170-7,0.093
2170-9,0.584
2171-3,0.516
2171-4,0.258
2174-4,0.307
2174-5,0.51
2174-9,0.25
2175-10,0.666
2175-3,0.071
2175-6,0.104
2175-8,0.436
2176-1,0.716
2176-4,0.122
2176-5,0.124
2176-7,0.184
2177-2,0.288
2177-3,0.132
2178-2,0.228
2178-3,0.41
2179-2,0.132
2179-4,0.518
2179-5,0.31
218-2,0.283
2180-2,0.148
2180-6,0.399
2181-3,0.123
2183-2,0.352
2184-4,0.732
2186-7,0.199
2187-11,0.085
2187-13,0.143
2187-14,0.145
2187-15,0.24
2187-6,0.033
2188-2,0.313
2189-10,0.245
2189-13,0.255
2189-6,0.149
219-2,0.621
219-6,0.149
219-7,0.152
219-8,0.279
2190-1,0.17
2190-10,0.146
2190-5,0.266
2190-8,0.054
2192-4,0.154
2192-7,0.151
2192-8,0.212
2193-4,0.075
2193-7,0.089
2194-1,0.17
2194-10,0.472
2194-4,0.34
2194-8,0.302
2195-5,0.102
2196-12,0.304
2196-14,0.225
2196-3,0.238
2196-5,0.439
2196-9,0.178
2197-1,0.259
2197-2,0.504
2197-4,0.636
2197-9,0.227
2198-3,0.246
2198-5,0.246
2198-7,0.126
2199-1,0.246
2199-3,0.239
2199-4,0.086
22-1,0.128
220-4,0.155
2200-1,0.106
2200-3,0.232
2201-1,0.225
2201-3,0.116
2201-8,0.218
2201-9,0.101
2202-2,0.119
2202-3,0.106
2202-4,0.251
2202-5,0.11
2202-7,0.038
2202-8,0.315
2202-9,0.109
2206-1,0.266
2206-2,0.146
2207-3,0.08
2208-4,0.257
2208-8,0.361
2208-9,0.188
2209-1,0.195
2209-3,0.407
221-2,0.215
2210-11,0.329
2210-4,0.322
2211-1,0.109
2211-2,0.156
2211-3,0.248
2211-6,0.181
2212-1,0.275
2212-2,0.237
2213-1,0.094
2213-3,0.273
2214-2,0.117
2215-1,0.352
2217-3,0.207
2218-2,0.082
2219-2,0.061
2220-1,0.189
2220-2,0.108
2222-1,0.499
2222-4,0.239
2224-1,0.045
2224-4,0.517
2226-1,0.265
2226-2,0.09
2227-2,0.433
2227-6,0.422
2228-3,0.362
2228-4,0.151
2228-5,0.286
2229-2,0.37
223-14,0.428
223-2,0.643
223-3,0.128
223-8,0.091
2230-2,0.088
2230-6,0.035
2230-9,0.061
2231-1,0.156
2232-2,0.289
2232-5,0.158
2233-5,0.098
2233-6,0.221
2234-1,0.303
2236-5,0.221
2236-8,0.506
2237-3,0.599
2239-2,0.088
2239-8,0.14
2239-9,0.613
2240-11,0.089
2240-16,0.106
2240-3,0.547
2240-4,0.284
2240-6,0.161
2241-3,0.433
2243-1,0.431
2244-10,0.119
2244-11,0.315
2244-5,0.883
2244-8,0.171
2245-1,0.463
2246-1,0.478
2246-8,0.242
2247-2,0.178
2248-3,0.468
2248-6,0.155
2249-5,0.371
225-2,0.731
225-3,0.108
225-4,0.116
2250-1,0.122
2250-10,0.214
2250-3,0.552
2250-4,0.399
2250-5,0.111
2250-8,0.357
2251-1,0.064
2251-11,0.433
2251-12,0.359
2251-13,0.099
2251-14,0.184
2251-7,0.409
2251-9,0.172
2252-2,0.261
2252-5,0.163
2253-2,0.187
2253-3,0.166
2254-1,0.204
2255-1,0.539
2255-5,0.092
2256-11,0.182
2256-16,0.183
2256-3,0.346
2256-5,0.098
2256-7,0.208
2257-2,0.176
2258-1,0.056
2259-4,0.317
2260-4,0.112
2262-11,0.476
2262-12,0.334
2262-13,0.117
2262-4,0.439
2262-5,0.346
2262-8,0.276
2262-9,0.215
2263-3,0.164
2264-2,0.155
2265-8,0.069
2268-5,0.069
2269-1,0.065
2270-1,0.119
2270-5,0.142
2270-6,0.223
2271-2,0.206
2271-4,0.097
2271-7,0.269
2273-3,0.155
2273-4,0.113
2274-2,0.517
2274-3,0.325
2274-4,0.201
2275-1,0.255
2276-1,0.444
2276-3,0.469
2276-5,0.245
2277-1,0.525
2277-10,0.474
2277-3,0.17
2277-7,0.68
2279-1,0.291
2279-2,0.353
228-2,0.073
228-3,0.033
2280-3,0.255
2281-2,0.514
2282-10,0.742
2282-13,0.097
2282-14,0.321
2282-16,0.389
2282-18,0.293
2282-19,0.234
2282-2,0.233
2282-22,0.409
2282-23,0.41
2282-6,0.263
2283-1,0.129
2284-9,0.214
2285-1,0.19
2285-12,0.138
2285-2,0.455
2285-3,0.213
2286-1,0.841
2286-10,0.207
2286-11,0.398
2286-13,0.28
2286-14,0.162
2286-15,0.45
2286-18,0.283
2286-2,0.192
2286-27,0.303
2286-6,0.27
2286-8,0.256
2286-9,0.595
2287-3,0.204
2288-12,0.375
2288-3,0.641
2289-1,0.179
2289-4,0.34
2289-5,0.639
229-2,0.254
229-5,0.046
2290-2,0.199
2290-3,0.105
2291-1,0.135
2291-3,0.181
2292-10,0.199
2292-11,0.286
2292-12,0.41
2292-5,0.295
2292-6,0.208
2292-8,0.217
2293-2,0.207
2294-3,0.147
2295-10,0.64
2295-11,0.58
2295-2,0.149
2295-5,0.041
2295-6,0.8
2295-9,0.122
2297-1,0.09
2298-11,0.171
2298-13,0.05
2298-14,0.403
2298-2,0.372
2298-23,0.189
2298-3,0.073
2299-12,0.321
2299-13,0.089
2299-17,0.397
2299-2,0.221
2299-7,0.062
2299-8,0.686
2299-9,0.452
2300-1,0.465
2300-2,0.225
2300-5,0.493
2301-2,0.248
2301-3,0.097
2303-5,0.437
2303-6,0.16
2303-7,0.438
2304-14,0.118
2304-6,0.114
2305-1,0.307
2305-3,0.152
2306-3,0.164
2306-5,0.114
2306-6,0.128
2306-9,0.604
2307-3,0.122
2307-4,0.1
2307-7,0.08
2308-1,0.446
2308-6,0.271
2309-1,0.52
2309-3,0.194
2309-4,0.271
2309-5,0.525
2309-9,0.24
231-1,0.458
231-2,0.566
231-3,0.027
2311-11,0.447
2311-19,0.313
2311-25,0.257
2311-4,0.373
2311-8,0.164
2311-9,0.395
2312-2,0.35
2312-3,0.027
2313-10,0.45
2313-4,0.131
2315-4,0.022
2315-6,0.208
2316-1,0.379
2316-2,0.528
2318-12,0.102
2318-13,0.333
2318-2,0.175
2318-3,0.116
2319-1,0.227
2319-3,0.204
2322-4,0.27
2323-3,0.099
2324-2,0.401
2325-4,0.181
2326-10,0.619
2326-11,0.07
2326-12,0.104
2326-14,0.335
2326-6,0.054
2326-8,0.198
2327-1,0.276
2327-3,0.125
2327-4,0.219
2327-5,0.252
2329-1,0.326
2329-3,0.081
2329-4,0.521
2329-7,0.217
233-1,0.44
233-2,0.144
2331-6,0.167
2332-1,0.279
2332-10,0.4
2332-2,0.328
2332-6,0.825
2332-7,0.401
2333-10,0.177
2333-12,0.457
2333-13,0.392
2333-2,0.516
2336-10,0.072
2336-3,0.211
2336-4,0.721
2336-6,0.452
2336-7,0.233
2336-8,0.196
2338-1,0.322
2338-7,0.059
2338-8,0.094
2338-9,0.312
234-1,0.615
2340-1,0.44
2340-6,0.077
2340-8,0.187
2341-13,0.489
2341-15,0.175
2341-6,0.046
2341-8,0.47
2342-3,0.168
2343-10,0.074
2343-4,0.696
2343-5,0.15
2344-3,0.226
2344-5,0.687
2344-8,0.558
2345-3,0.405
2345-5,0.269
2345-7,0.453
2347-1,0.304
2347-10,0.259
2347-13,0.615
2347-2,0.198
2347-6,0.259
2348-1,0.085
2349-11,0.386
2349-13,0.414
2349-7,0.144
235-4,0.113
2351-13,0.506
2351-2,0.315
2351-5,0.283
2351-7,0.464
2352-11,0.12
2352-2,0.238
2352-3,0.683
2352-4,0.333
2352-7,0.468
2352-8,0.447
2353-3,0.157
2355-4,0.174
2356-10,0.424
2356-12,0.137
2356-2,0.121
2356-3,0.367
2356-7,0.285
2356-8,0.069
2356-9,0.3
2357-1,0.078
236-5,0.51
2361-1,0.051
2361-5,0.421
2361-6,0.266
2362-10,0.301
2362-2,0.639
2362-5,0.809
2363-1,0.468
2363-2,0.434
2363-4,0.691
2363-6,0.483
2363-7,0.222
2364-1,0.351
2364-2,0.128
2364-3,0.215
2365-4,0.486
2366-11,0.264
2366-14,0.161
2366-16,0.342
2366-17,0.053
2366-5,0.124
2367-5,0.416
2367-6,0.231
2367-8,0.081
2367-9,0.103
2368-4,0.317
2368-6,0.56
2369-5,0.379
2369-8,0.331
2369-9,0.164
237-1,0.195
237-10,0.45
237-2,0.689
237-5,0.178
2370-10,0.566
2370-14,0.307
2370-16,0.087
2370-19,0.17
2370-3,0.094
2371-16,0.569
2371-4,0.059
2371-5,0.559
2371-8,0.282
2372-2,0.247
2372-4,0.237
2372-6,0.446
2373-1,0.416
2373-13,0.119
2373-15,0.703
2373-2,0.574
2373-5,0.048
2374-2,0.282
2374-3,0.196
2374-5,0.048
2374-7,0.311
2375-15,0.431
2375-16,0.254
2375-18,0.293
2375-20,0.341
2375-21,0.435
2375-8,0.066
2376-4,0.193
2377-6,0.274
2378-2,0.251
2378-3,0.567
2378-4,0.046
238-1,0.222
238-2,0.542
2380-1,0.252
2382-1,0.249
2383-6,0.057
2383-7,0.035
2383-8,0.14
2384-4,0.045
2386-14,0.267
2386-15,0.041
2386-19,0.136
2386-21,0.174
2386-8,0.178
239-2,0.328
239-3,0.371
239-5,0.255
239-8,0.32
2390-1,0.29
2390-12,0.24
2390-13,0.28
2390-19,0.222
2390-6,0.153
2390-9,0.16
2391-2,0.426
2391-4,0.131
2392-2,0.189
2392-4,0.273
2392-5,0.504
2394-1,0.482
2395-5,0.135
2395-7,0.274
2396-2,0.311
2396-4,0.875
2397-2,0.231
2398-1,0.224
2398-2,0.182
2398-3,0.474
2398-4,0.029
2399-2,0.108
2399-6,0.131
24-5,0.117
240-2,0.166
240-4,0.147
240-5,0.067
240-6,0.18
240-7,0.224
240-9,0.191
2401-2,0.13
2402-8,0.401
2403-3,0.133
2404-2,0.114
2405-2,0.099
2406-1,0.086
2406-3,0.128
2406-4,0.159
2407-1,0.07
2407-3,0.215
241-1,0.649
2410-2,0.279
2410-5,0.467
2410-9,0.08
2411-2,0.237
2412-16,0.201
2412-6,0.232
2412-7,0.328
2412-9,0.519
2413-2,0.249
2413-3,0.161
2414-2,0.245
2415-1,0.52
2415-4,0.889
2416-2,0.277
2419-1,0.142
2419-3,0.29
242-3,0.314
2420-2,0.244
2420-7,0.127
2421-1,0.165
2422-9,0.301
2423-2,0.2
2423-3,0.406
2423-5,0.419
2425-3,0.154
2426-1,0.516
2426-2,0.137
2426-4,0.053
2427-2,0.418
2427-3,0.834
2429-2,0.227
2430-13,0.315
2430-14,0.172
2430-17,0.628
2430-18,0.571
2430-19,0.732
2430-3,0.596
2431-2,0.228
2431-5,0.309
2431-6,0.296
2431-7,0.259
2433-1,0.586
2433-2,0.252
2434-2,0.368
